Name,Location,Price,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price
Chevrolet Spark 1.0 LS,Pune,,2007,113000,Petrol,Manual,First,18.0 kmpl,995 CC,62 bhp,5,
Hyundai Grand i10 Sportz,Jaipur,,2016,67310,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,
Honda Jazz VX CVT,Pune,16172.73,2019,1015,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,10.55 Lakh
Honda City 1.5 S MT,Jaipur,,2011,83035,Petrol,Manual,Second,17.0 kmpl,1497 CC,118 bhp,5,
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Kolkata,,2015,36983,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,7,
Chevrolet Cruze LTZ,Pune,,2010,76000,Diesel,Manual,Third,18.3 kmpl,1991 CC,147.9 bhp,5,
Skoda Rapid 1.6 MPI AT Style Plus,Coimbatore,,2019,14148,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5,
Maruti Ritz VDi,Kolkata,,2011,71428,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,
Maruti Ritz ZXi,Mumbai,,2015,10500,Petrol,Manual,Second,18.5 kmpl,1197 CC,85.80 bhp,5,
Honda City 1.5 S AT,Kochi,,2010,58997,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,
Maruti Celerio VXI,Delhi,,2015,39842,Petrol,Manual,First,23.1 kmpl,998 CC,67.04 bhp,5,
Maruti Alto K10 LXI CNG,Kochi,,2015,47490,CNG,Manual,First,32.26 kmpl,998 CC,58.2 bhp,4,
Tata Indica Vista Aqua 1.2 Safire,Jaipur,,2009,45000,Petrol,Manual,First,15.8 kmpl,1172 CC,65 bhp,5,
Honda City i VTEC V,Hyderabad,,2011,80000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,
Toyota Etios Liva Diesel TRD Sportivo,Bangalore,,2012,56600,Diesel,Manual,First,23.59 kmpl,,,,
Skoda Rapid Ultima 1.6 TDI Ambition Plus,Coimbatore,,2015,55409,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5,
Maruti SX4 ZXI AT,Mumbai,,2009,77000,Petrol,Automatic,First,12.6 kmpl,1586 CC,103.3 bhp,5,
Hyundai i20 new Sportz AT 1.4,Bangalore,,2012,58000,Petrol,Automatic,Second,15.0 kmpl,,,,
Maruti Alto 800 LXI,Coimbatore,,2016,59491,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,
Mahindra Scorpio SLX 2.6 Turbo 8 Str,Hyderabad,,2007,51000,Diesel,Manual,First,10.5 kmpl,2179 CC,120 bhp,7,
Maruti Baleno Zeta 1.2,Coimbatore,,2017,18725,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,
BMW X3 2.5si,Bangalore,,2009,92000,Petrol,Automatic,First,11.5 kmpl,2497 CC,218 bhp,5,
Maruti Ritz VDi,Coimbatore,,2013,61450,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,
Hyundai EON 1.0 Kappa Magna Plus,Coimbatore,,2016,18592,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5,
Chevrolet Enjoy 1.3 TCDi LTZ 7,Bangalore,,2013,65137,Diesel,Manual,Second,18.2 kmpl,1248 CC,73.74 bhp,7,
Volkswagen Polo Diesel Comfortline 1.2L,Pune,,2011,83000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5,
Hyundai Verna 1.6 CRDi EX AT,Delhi,,2013,37000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.3 bhp,5,
Honda BRV i-VTEC V CVT,Coimbatore,24113.46,2017,14052,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,15.73 Lakh
Hyundai i10 Magna 1.2,Coimbatore,,2011,45086,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,
Maruti Wagon R VXI BS IV,Bangalore,,2016,25400,Petrol,Manual,Second,20.51 kmpl,998 CC,67.04 bhp,5,
Toyota Innova 2.5 G4 Diesel 8-seater,Hyderabad,,2008,194500,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,
Toyota Innova 2.5 V Diesel 8-seater,Pune,,2014,89000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8,
Hyundai Verna 1.4 CX,Kolkata,,2012,50000,Diesel,Manual,First,23.5 kmpl,1396 CC,88.7 bhp,5,
Hyundai i20 Sportz AT 1.4,Pune,,2012,76551,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,
Volkswagen Polo 1.2 MPI Highline,Mumbai,,2017,9700,Petrol,Manual,First,16.2 kmpl,1199 CC,74 bhp,5,
Hyundai Verna 1.6 EX VTVT,Mumbai,,2013,58000,Petrol,Manual,First,17.01 kmpl,1591 CC,121.3 bhp,5,
Hyundai i20 Magna Optional 1.2,Kolkata,,2013,46000,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.9 bhp,5,
Hyundai Elantra CRDi SX,Bangalore,,2014,72017,Diesel,Manual,First,22.7 kmpl,1582 CC,126.24 bhp,5,
Ford EcoSport 1.5 TDCi Titanium,Kolkata,,2015,54407,Diesel,Manual,First,22.77 kmpl,1498 CC,98.59 bhp,5,
Toyota Innova 2.5 VX (Diesel) 8 Seater,Hyderabad,,2012,147000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,
Audi Q3 35 TDI Quattro Premium Plus,Jaipur,,2015,61000,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,
Skoda Rapid 1.6 MPI AT Style,Mumbai,,2016,18856,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5,
BMW X6 xDrive30d,Hyderabad,,2011,76000,Diesel,Automatic,First,11.2 kmpl,2993 CC,241 bhp,4,
Mahindra KUV 100 D75 K8 5Str,Delhi,13658.67,2017,17700,Diesel,Manual,First,25.32 kmpl,1198 CC,77 bhp,5,8.91 Lakh
Nissan Micra Diesel XV,Kochi,,2014,82267,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,
Honda City i VTEC CVT VX,Kochi,,2018,27041,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,
Maruti Alto K10 VXI,Bangalore,7204.91,2014,63000,Petrol,Manual,Second,24.07 kmpl,998 CC,67.1 bhp,5,4.7 Lakh
Maruti Wagon R VXI Minor,Hyderabad,,2008,61000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5,
Mahindra TUV 300 2015-2019 T8,Kochi,,2018,28466,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7,
Hyundai Santro LS zipPlus,Kolkata,,2002,80000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,
Hyundai EON Era Plus,Delhi,,2013,35373,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,
Tata New Safari DICOR 2.2 EX 4x2,Jaipur,,2014,51000,Diesel,Manual,First,11.57 kmpl,2179 CC,138.1 bhp,7,
Audi A6 2011-2015 2.0 TDI,Mumbai,,2013,49000,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,
Nissan Sunny Diesel XV,Kolkata,,2015,41000,Diesel,Manual,First,22.71 kmpl,1461 CC,84.8 bhp,5,
Toyota Innova 2.5 G4 Diesel 7-seater,Bangalore,,2011,82831,Diesel,Manual,Second,12.8 kmpl,2494 CC,102 bhp,7,
Honda City 1.5 E MT,Mumbai,,2010,52000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,
Maruti Swift VDI BSIV,Hyderabad,,2015,39736,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,
Renault Duster 110PS Diesel RxL,Mumbai,,2014,26500,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,
Maruti Dzire VXI,Mumbai,11757.8,2010,40000,Petrol,Manual,First,22.0 kmpl,1197 CC,81.80 bhp,5,7.67 Lakh
Jeep Compass 2.0 Limited Option 4X4,Coimbatore,42248.38,2019,5752,Diesel,Manual,First,16.3 kmpl,1956 CC,170 bhp,5,27.56 Lakh
Nissan Terrano XV D Pre,Chennai,26060.32,2015,54000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.5 bhp,5,17 Lakh
Maruti Wagon R LXI,Kolkata,7281.56,2014,54841,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,4.75 Lakh
Ford Ecosport 1.5 DV5 MT Titanium,Hyderabad,,2014,34000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,
Honda Brio E MT,Ahmedabad,,2012,16000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,
Ford Fiesta 1.4 SXi TDCi,Pune,,2009,134000,Diesel,Manual,First,17.8 kmpl,1399 CC,null bhp,5,
Skoda Superb L&K 2.0 TDI AT,Mumbai,62437.46,2017,24000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5,40.73 Lakh
Mahindra Xylo E8,Bangalore,,2013,60000,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8,
Hyundai EON 1.0 Era Plus,Kochi,,2015,58469,Petrol,Manual,First,20.3 kmpl,998 CC,68.05 bhp,5,
Volkswagen Polo Diesel Highline 1.2L,Pune,,2011,110000,Diesel,Manual,Second,22.07 kmpl,1199 CC,73.9 bhp,5,
Hyundai Elantra 2.0 SX Option AT,Kochi,33372.54,2018,21127,Petrol,Automatic,First,14.62 kmpl,1999 CC,149.92 bhp,5,21.77 Lakh
Toyota Innova 2.0 V,Pune,,2013,56000,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8,
Mahindra Xylo H9,Mumbai,,2014,101000,Diesel,Manual,First,14.02 kmpl,2179 CC,118.3 bhp,8,
Hyundai i20 1.2 Magna Executive,Hyderabad,,2018,13664,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,
Renault Duster Adventure Edition,Mumbai,,2014,65371,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,
Hyundai Verna VTVT 1.6 SX,Delhi,17583.05,2014,70428,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5,11.47 Lakh
Hyundai Verna 1.6 CRDI,Bangalore,,2012,69010,Diesel,Manual,First,22.32 kmpl,1582 CC,126.3 bhp,5,
Maruti Alto 800 2016-2019 LXI,Kolkata,,2017,68000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,
Nissan Sunny 2011-2014 Diesel XL,Kolkata,,2012,45000,Diesel,Manual,First,21.64 kmpl,1461 CC,84.8 bhp,5,
Maruti Swift Dzire Vdi BSIV,Ahmedabad,,2017,55945,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,
Chevrolet Sail Hatchback LS ABS,Hyderabad,,2013,70000,Diesel,Manual,First,22.1 kmpl,1248 CC,76.9 bhp,5,
Maruti Wagon R LXI,Mumbai,,2014,12000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,
Toyota Corolla Altis VL AT,Coimbatore,,2019,10660,Petrol,Automatic,First,14.28 kmpl,1798 CC,138.03 bhp,5,
Toyota Etios G,Delhi,,2012,52052,Petrol,Manual,First,16.78 kmpl,1496 CC,88.73 bhp,5,
Mercedes-Benz New C-Class 220 CDI AT,Chennai,,2012,62940,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,5,
Hyundai Santro Xing GL Plus,Kolkata,,2012,102000,Petrol,Manual,First,17.92 kmpl,1086 CC,62.1 bhp,5,
Volkswagen Vento Diesel Highline,Chennai,,2012,60000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,
Nissan Sunny 2011-2014 XL AT Special Edition,Pune,,2013,66000,Petrol,Automatic,First,17.97 kmpl,1498 CC,99.6 bhp,5,
Honda Brio 1.2 VX MT,Hyderabad,10853.36,2012,41000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,7.08 Lakh
Honda CR-V 2.4 4WD AT,Chennai,,2005,135000,Petrol,Automatic,Third,10.1 kmpl,2354 CC,152 bhp,5,
Honda City 1.5 S AT,Pune,,2012,72000,Petrol,Automatic,First,16.8 kmpl,1497 CC,116.4 bhp,5,
Mercedes-Benz New C-Class C 220 CDI Celebration Edition,Delhi,,2014,55000,Diesel,Automatic,First,11.78 kmpl,2143 CC,167.62 bhp,5,
Ford Ecosport 1.0 Ecoboost Titanium,Coimbatore,,2016,37354,Petrol,Manual,First,18.88 kmpl,999 CC,123.37 bhp,5,
Mercedes-Benz GLE 250d,Delhi,119448.24,2016,21000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,77.92 Lakh
BMW 5 Series 2013-2017 520d Luxury Line,Bangalore,,2015,66508,Diesel,Automatic,First,18.12 kmpl,1995 CC,190 bhp,5,
Mercedes-Benz GL-Class 350 CDI Blue Efficiency,Hyderabad,,2013,88000,Diesel,Automatic,First,11.3 kmpl,2987 CC,254.8 bhp,7,
Toyota Fortuner 4x4 MT TRD Sportivo,Bangalore,,2012,52000,Diesel,Manual,First,12.55 kmpl,2982 CC,169 bhp,7,
Mercedes-Benz CLA 200 D Sport Edition,Coimbatore,,2017,41372,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,
Skoda Rapid 1.5 TDI AT Ambition,Jaipur,22779.79,2017,50000,Diesel,Automatic,Second,21.72 kmpl,1498 CC,108.4 bhp,5,14.86 Lakh
Maruti Swift VDI BSIV,Kolkata,,2012,72000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,
Honda Amaze S i-Dtech,Kolkata,,2013,51637,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,
Toyota Corolla Altis G,Mumbai,,2009,48233,Petrol,Manual,First,14.53 kmpl,1798 CC,138.1 bhp,5,
Hyundai Grand i10 Asta,Chennai,,2016,58000,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5,
Honda Jazz 1.2 V CVT i VTEC,Chennai,,2015,44550,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,
Hyundai Verna 1.6 SX,Ahmedabad,,2013,60001,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,
Toyota Fortuner 4x2 AT,Delhi,,2014,150000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,
Mercedes-Benz E-Class 2009-2013 E350 CDI Avantgarde,Delhi,,2015,33000,Diesel,Automatic,First,11.5 kmpl,2987 CC,210 bhp,5,
Mahindra TUV 300 P4,Kolkata,,2016,27000,Diesel,Manual,First,0.0 kmpl,,,,
Volkswagen Polo 1.5 TDI Highline,Jaipur,,2015,62766,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5,
Maruti Wagon R LXI BS IV,Delhi,,2010,73575,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,
Honda Amaze SX i-DTEC,Pune,,2015,63000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,
Toyota Innova Crysta 2.8 ZX AT,Jaipur,40071.57,2017,27270,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,26.14 Lakh
Mercedes-Benz New C-Class C 220 CDI Avantgarde,Bangalore,,2016,41737,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,
Mercedes-Benz New C-Class C 220d Avantgarde Edition C,Coimbatore,,2018,28358,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,
Maruti Ritz VDi ABS,Pune,,2012,75500,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,
Honda Jazz 1.2 VX i VTEC,Mumbai,,2016,9900,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,
Honda Brio S MT,Mumbai,,2014,17000,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5,
BMW 5 Series 520d Sedan,Bangalore,,2009,150000,Diesel,Automatic,Second,18.48 kmpl,,,,
Hyundai Creta 1.4 CRDi S Plus,Bangalore,,2015,68178,Diesel,Manual,First,21.38 kmpl,1396 CC,88.7 bhp,5,
Hyundai Getz GLE,Hyderabad,,2009,52008,Petrol,Manual,First,15.3 kmpl,1341 CC,83 bhp,5,
Chevrolet Beat Diesel LS,Kolkata,,2013,76000,Diesel,Manual,First,25.44 kmpl,936 CC,56.3 bhp,5,
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,,2015,48222,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,
Hyundai Xcent 1.2 Kappa SX Option,Delhi,,2016,100000,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5,
Maruti Swift Dzire VDi,Delhi,,2010,68000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,
Mitsubishi Pajero Sport 4X2 AT,Coimbatore,49683.23,2015,76115,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7,32.41 Lakh
Maruti Swift 1.3 VXi,Kolkata,,2015,36009,Petrol,Manual,First,16.1 kmpl,,,,
Toyota Fortuner 4x2 AT,Hyderabad,,2013,142000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7,
Volvo S60 D5 Kinetic,Hyderabad,,2011,70000,Diesel,Automatic,First,13.2 kmpl,2400 CC,215 bhp,5,
Hyundai Creta 1.6 CRDi SX,Coimbatore,,2016,34224,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,
Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,Ahmedabad,,2012,50000,Diesel,Automatic,Second,14.21 kmpl,2143 CC,203 bhp,5,
Honda Mobilio V i DTEC,Mumbai,,2015,30000,Diesel,Manual,First,24.2 kmpl,1498 CC,98.6 bhp,7,
Renault Captur 1.5 Diesel RXL,Bangalore,,2018,22000,Diesel,Manual,First,20.37 kmpl,1461 CC,108.45 bhp,5,
Hyundai EON Sportz,Kolkata,,2017,4000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,
Volvo XC90 2007-2015 D5 AWD,Delhi,,2014,22230,Diesel,Manual,First,11.1 kmpl,2400 CC,200 bhp,7,
Maruti A-Star AT VXI,Bangalore,,2011,46000,Petrol,Automatic,First,16.98 kmpl,998 CC,66.1 bhp,5,
Mercedes-Benz E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,,2013,88700,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,
Hyundai Grand i10 Sportz,Hyderabad,,2015,56000,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,
Audi A3 35 TDI Attraction,Ahmedabad,,2014,84004,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5,
BMW 5 Series 2013-2017 530d M Sport,Bangalore,,2015,16000,Diesel,Automatic,First,14.69 kmpl,2993 CC,258 bhp,5,
Mahindra XUV500 W6 2WD,Jaipur,,2015,85009,Diesel,Manual,Second,16.0 kmpl,2179 CC,140 bhp,7,
Ford Ecosport 1.0 Ecoboost Titanium,Mumbai,,2014,86000,Petrol,Manual,First,18.88 kmpl,999 CC,123.37 bhp,5,
Chevrolet Enjoy TCDi LS 7 Seater,Coimbatore,,2015,93442,Diesel,Manual,First,18.2 kmpl,1248 CC,73.8 bhp,7,
Mahindra Scorpio S10 8 Seater,Chennai,,2015,65000,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,8,
Hyundai i20 2015-2017 1.2 Magna,Pune,,2013,67000,Petrol,Manual,First,18.5 kmpl,1197 CC,80 bhp,5,
Renault Pulse RxZ,Coimbatore,,2014,31513,Diesel,Manual,First,23.08 kmpl,1461 CC,63.12 bhp,5,
Maruti Swift Dzire ZDI,Coimbatore,,2017,75724,Diesel,Manual,First,26.59 kmpl,1248 CC,74 bhp,5,
Hyundai EON Magna Plus,Kolkata,,2013,69000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,
Nissan Micra XL,Mumbai,,2010,65000,Petrol,Manual,First,18.06 kmpl,1198 CC,75 bhp,5,
Skoda Superb L&K 2.0 TDI AT,Mumbai,62437.46,2017,27000,Diesel,Automatic,First,18.19 kmpl,1968 CC,174.5 bhp,5,40.73 Lakh
Maruti Swift VXI,Chennai,,2014,56049,Petrol,Manual,First,18.6 kmpl,1197 CC,85.8 bhp,5,
Skoda Rapid 1.6 TDI Ambition,Pune,,2012,96987,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5,
Fiat Punto 1.4 Emotion,Jaipur,,2010,65000,Petrol,Manual,Third,14.6 kmpl,,,,
Hyundai i10 Sportz 1.2,Bangalore,,2010,69000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,
Honda Jazz 1.5 S i DTEC,Bangalore,,2015,33500,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5,
Toyota Innova 2.5 VX (Diesel) 8 Seater,Chennai,,2012,93000,Diesel,Manual,First,12.99 kmpl,2494 CC,100 bhp,8,
Volvo XC60 D4 SUMMUM,Ahmedabad,,2013,64000,Diesel,Automatic,First,14.7 kmpl,1984 CC,181 bhp,5,
Maruti Ciaz ZDi Plus SHVS,Kochi,,2017,48045,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,
Mitsubishi Pajero 2.8 SFX,Hyderabad,,2009,94000,Diesel,Manual,First,10.5 kmpl,2835 CC,107.2 bhp,6,
Maruti Alto LXi,Chennai,,2011,60000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,
Maruti Swift 1.3 VXi,Pune,,2010,115000,Petrol,Manual,Second,16.1 kmpl,,,,
BMW 3 Series 320d,Bangalore,,2011,56000,Diesel,Automatic,First,13.2 kmpl,1995 CC,170 bhp,5,
Hyundai i20 1.4 CRDi Asta,Pune,,2012,98472,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,
Hyundai Creta 1.6 CRDi SX,Hyderabad,,2016,37800,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,
Maruti Omni 5 Seater BSIV,Coimbatore,,2016,63617,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,
Hyundai Verna CRDi SX ABS,Ahmedabad,,2011,68000,Diesel,Manual,First,18.1 kmpl,1493 CC,110 bhp,5,
Maruti Baleno Sigma 1.2,Kochi,,2017,11282,Petrol,Manual,First,21.4 kmpl,1197 CC,83.1 bhp,5,
Honda Amaze S i-Dtech,Chennai,,2013,75000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,
BMW X3 xDrive20d Advantage Edition,Coimbatore,,2014,78984,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5,
Skoda Superb Style 1.8 TSI AT,Mumbai,51139.55,2016,71000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,33.36 Lakh
Honda Brio 1.2 VX MT,Kochi,10163.52,2014,43814,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,6.63 Lakh
Hyundai i10 Magna,Kolkata,,2011,60000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,
Hyundai Santro Xing XL,Jaipur,,2007,85000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5,
Audi A6 2011-2015 2.0 TDI Premium Plus,Kochi,,2015,65438,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,
Renault Duster 85PS Diesel RxL,Mumbai,,2014,28215,Diesel,Manual,First,19.87 kmpl,1461 CC,83.8 bhp,5,
Honda WRV i-DTEC VX,Kochi,18472.17,2019,15053,Diesel,Manual,First,25.5 kmpl,1498 CC,98.6 bhp,5,12.05 Lakh
Honda Mobilio RS Option i DTEC,Bangalore,,2015,38000,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7,
Volkswagen Polo Petrol Highline 1.2L,Kochi,,2012,64213,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,
Mercedes-Benz E-Class E 220 d,Delhi,133321.53,2017,15000,Petrol,Automatic,First,12.6 kmpl,1950 CC,191.34 bhp,5,86.97 Lakh
Mercedes-Benz S Class 2005 2013 S 350 CDI,Hyderabad,,2011,82000,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5,
Hyundai Accent GLX,Pune,,2009,60000,Petrol,Manual,Second,13.2 kmpl,1495 CC,94 bhp,5,
Maruti Swift Dzire VXi,Chennai,,2012,158000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5,
Hyundai i10 Magna,Chennai,,2007,73000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,
Honda Brio 1.2 S MT,Coimbatore,9780.28,2013,71601,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,6.38 Lakh
Maruti Ritz VDi,Hyderabad,,2015,82328,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,
Honda Brio 1.2 S MT,Kolkata,9029.13,2011,38000,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,5.89 Lakh
Maruti Swift VXI BSIV,Pune,,2014,85000,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5,
Renault Duster 110PS Diesel RxL,Jaipur,,2012,116000,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5,
Hyundai Santro Xing GLS,Mumbai,,2008,65000,Petrol,Manual,Second,17.92 kmpl,1086 CC,62.1 bhp,5,
Mahindra KUV 100 G80 K4 Plus 5Str,Chennai,10040.89,2018,5600,Petrol,Manual,First,18.15 kmpl,1198 CC,82 bhp,5,6.55 Lakh
Ford Endeavour 3.0L 4X4 AT,Delhi,,2012,68000,Diesel,Automatic,First,11.4 kmpl,2953 CC,153.86 bhp,7,
Tata Indica Vista Terra 1.2 Safire BS IV,Kolkata,,2010,29300,Petrol,Manual,First,15.8 kmpl,1172 CC,65 bhp,5,
Land Rover Discovery Sport TD4 S,Kochi,,2018,23342,Diesel,Automatic,First,12.83 kmpl,2179 CC,147.5 bhp,5,
BMW 3 Series 320d Sport,Coimbatore,,2017,41078,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5,
Volkswagen Vento 1.5 TDI Highline Plus,Chennai,,2014,38000,Diesel,Manual,First,20.64 kmpl,1498 CC,108.49 bhp,5,
Tata Indica Vista TDI LS,Hyderabad,,2013,132000,Diesel,Manual,Second,19.4 kmpl,1405 CC,70 bhp,5,
Maruti Alto 800 LXI,Pune,,2015,35000,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,
Ford Figo Diesel LXI,Ahmedabad,,2012,80000,Diesel,Manual,First,20.0 kmpl,1399 CC,68 bhp,5,
Ford Fiesta 1.4 SXi TDCi,Kolkata,,2009,39408,Diesel,Manual,First,17.8 kmpl,1399 CC,null bhp,5,
Honda Jazz 1.2 V i VTEC,Kolkata,,2015,27525,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,
Hyundai Grand i10 1.2 CRDi Magna,Jaipur,11941.76,2018,27000,Diesel,Manual,First,24.0 kmpl,1186 CC,73.97 bhp,5,7.79 Lakh
Skoda Rapid 1.5 TDI Ambition,Pune,,2015,82799,Diesel,Manual,First,21.14 kmpl,1498 CC,103.52 bhp,5,
Maruti Ignis 1.2 Alpha,Pune,12064.4,2017,8000,Petrol,Manual,First,20.89 kmpl,1197 CC,81.80 bhp,5,7.87 Lakh
Toyota Fortuner 4x2 AT,Mumbai,,2014,46000,Diesel,Automatic,Second,12.55 kmpl,2982 CC,168.5 bhp,7,
